entidad,caso,importe_asignado,direccion,resultado,fecha_llamado,cobrado
ADT0,22628637,75286.49,entrante,call_notificado_responsable,2026-01-12,75286.49
ADT0,22628637,75286.49,entrante,call_pago_a_confirmar,2026-01-13,75286.49
ADT0,22628671,90052.51,entrante,call_pago_tarjeta,2026-01-19,164584.62
ADT0,22628673,27053.06,entrante,call_pago_a_confirmar,2026-01-22,0.00
ADT0,22628673,27053.06,entrante,call_pago_a_confirmar,2026-01-22,0.00
ADT0,22628689,51337.96,entrante,call_pago_a_confirmar,2026-01-15,0.00
ADT0,22628694,80502.21,entrante,call_pago_a_confirmar,2026-01-14,0.00
ADT0,22628696,94952.94,entrante,call_pago_a_confirmar,2026-01-12,94952.94
ADT0,22628743,24993.65,entrante,call_pago_a_confirmar,2026-01-24,95498.65
ADT0,22628766,72654.80,entrante,call_pago_tarjeta,2026-01-13,72654.80
ADT0,22628769,85136.56,entrante,call_pago_a_confirmar,2026-01-14,0.00
ADT0,22628769,85136.56,entrante,call_pago_a_confirmar,2026-01-14,0.00
ADT0,22628773,54440.93,entrante,call_promesa,2026-01-12,54440.93
ADT0,22628779,90498.03,entrante,call_promesa,2026-01-13,90498.03
ADT0,22628783,27287.68,entrante,call_notificado_responsable,2026-01-21,0.00
ADT0,22628805,72255.13,entrante,call_notificado_responsable,2026-01-09,0.00
ADT0,22628819,78696.21,entrante,call_pago_a_confirmar,2026-01-28,0.00
ADT0,22628828,87602.89,entrante,call_agenda,2026-01-13,87602.89
ADT0,22628828,87602.89,entrante,call_notificado_responsable,2026-01-12,87602.89
ADT0,22628828,87602.89,entrante,call_pago_a_confirmar,2026-01-14,87602.89
ADT0,22628828,87602.89,entrante,call_pago_tarjeta,2026-01-13,87602.89
ADT0,22628849,48786.95,entrante,call_notificado_responsable,2026-01-09,48786.95
ADT0,22628849,48786.95,entrante,call_promesa,2026-01-12,48786.95
ADT0,22628858,41710.67,entrante,call_pago_tarjeta,2026-01-27,58365.76
ADT0,22628879,54542.36,entrante,call_no_atiende,2026-01-14,0.00
ADT0,22628879,54542.36,entrante,call_promesa,2026-01-14,0.00
ADT0,22628882,75346.23,entrante,call_promesa,2026-01-16,0.00
ADT0,22628900,75430.99,entrante,call_notificado_responsable,2026-01-13,149203.03
ADT0,22628933,58899.48,entrante,call_notificado_responsable,2026-01-15,58857.74
ADT0,22628962,60950.14,entrante,call_pago_a_confirmar,2026-01-27,0.00
ADT0,22628968,53241.22,entrante,call_promesa,2026-01-21,53241.22
ADT0,22628969,77667.66,entrante,call_pago_tarjeta,2026-01-26,77667.66
ADT0,22628991,78263.96,entrante,call_notificado_responsable,2026-01-13,0.00
ADT0,22629010,29778.44,entrante,call_pago_a_confirmar,2026-01-12,29776.62
ADT0,22629015,53466.22,entrante,call_pago_tarjeta,2026-01-15,106925.63
ADT0,22629032,75041.21,entrante,call_notificado,2026-01-12,0.00
ADT0,22629032,75041.21,entrante,call_notificado,2026-01-28,0.00
ADT0,22629032,75041.21,entrante,call_promesa,2026-01-21,0.00
ADT0,22629055,61121.56,entrante,call_pago_tarjeta,2026-01-09,243468.13
ADT0,22629067,55452.41,entrante,call_agenda,2026-01-19,0.00
ADT0,22629067,55452.41,entrante,call_pago_a_confirmar,2026-01-30,0.00
ADT0,22629067,55452.41,entrante,call_promesa,2026-01-19,0.00
ADT0,22629081,55729.13,entrante,call_notificado_responsable,2026-01-14,55729.13
ADT0,22629081,55729.13,entrante,call_pago_a_confirmar,2026-01-19,55729.13
ADT0,22629100,79006.47,entrante,call_no_puede_pagar,2026-01-21,0.00
ADT0,22629104,55729.13,entrante,call_pago_tarjeta,2026-01-16,55729.13
ADT0,22629116,55729.13,entrante,call_no_atiende,2026-01-13,55729.13
ADT0,22629116,55729.13,entrante,call_pago_tarjeta,2026-01-13,55729.13
ADT0,22629127,53431.57,entrante,call_promesa,2026-01-15,0.00
ADT0,22629165,78460.59,entrante,call_pago_a_confirmar,2026-01-14,0.00
ADT0,22629206,45496.50,entrante,call_pago_a_confirmar,2026-01-09,84026.56
ADT0,22629206,45496.50,entrante,call_pago_a_confirmar,2026-01-09,84026.56
ADT0,22629236,53796.50,entrante,call_pago_a_confirmar,2026-01-12,0.00
ADT0,22629238,51376.50,entrante,call_promesa,2026-01-15,0.00
ADT0,22629240,54542.20,entrante,call_no_atiende,2026-01-15,0.00
ADT0,22629243,51376.50,entrante,call_promesa,2026-01-09,51376.50
ADT0,22629291,51330.98,entrante,call_pago_a_confirmar,2026-01-27,51376.50
ADT0,22629307,14587.07,entrante,call_promesa,2026-01-13,14567.17
ADT0,22629343,51376.50,entrante,call_promesa,2026-01-16,51376.50
ADT0,22629363,51376.50,entrante,call_pago_a_confirmar,2026-01-19,51360.53
ADT0,22629378,34143.20,entrante,call_pago_a_confirmar,2026-01-19,0.00
ADT0,22629381,41302.26,entrante,call_notificado_responsable,2026-01-09,0.00
ADT0,22629382,110442.33,entrante,call_pago_a_confirmar,2026-01-12,110418.44
ADT0,22629382,110442.33,entrante,call_pago_a_confirmar,2026-01-12,110418.44
ADT0,22629388,67674.72,entrante,call_notificado_responsable,2026-01-14,0.00
ADT0,22629388,67674.72,entrante,call_notificado_responsable,2026-01-21,0.00
ADT0,22629390,137545.18,entrante,call_notificado,2026-01-28,0.00
ADT0,22629390,137545.18,entrante,call_notificado_responsable,2026-01-12,0.00
ADT0,22629419,76664.52,entrante,call_notificado,2026-01-30,0.00
ADT0,22629425,75792.13,entrante,call_pago_a_confirmar,2026-01-12,227347.29
ADT0,22629432,72635.37,entrante,call_pago_tarjeta,2026-01-09,72605.81
ADT0,22629453,50318.70,entrante,call_pago_a_confirmar,2026-01-14,100625.74
ADT0,22629453,50318.70,entrante,call_promesa,2026-01-12,100625.74
ADT0,22629453,50318.70,entrante,call_promesa,2026-01-14,100625.74
ADT0,22629454,50318.70,entrante,call_notificado,2026-01-12,0.00
ADT0,22629454,50318.70,entrante,call_notificado_responsable,2026-01-20,0.00
ADT0,22629454,50318.70,entrante,call_no_atiende,2026-01-20,0.00
ADT0,22629454,50318.70,entrante,call_pago_a_confirmar,2026-01-16,0.00
ADT0,22629458,103650.87,entrante,call_pago_a_confirmar,2026-01-12,0.00
ADT0,22629487,105196.95,entrante,call_pago_tarjeta,2026-01-27,108984.34
ADT0,22629504,85022.13,entrante,call_pago_a_confirmar,2026-01-14,0.00
ADT0,22629521,104709.68,entrante,call_no_paga,2026-01-09,0.00
ADT0,22629530,48931.92,entrante,call_pago_tarjeta,2026-01-17,127863.84
ADT0,22629540,69113.53,entrante,call_promesa,2026-01-19,0.00
ADT0,22629552,110315.52,entrante,call_pago_tarjeta,2026-01-12,110315.52
ADT0,22629582,80286.88,entrante,call_promesa,2026-01-12,80286.88
ADT0,22629586,100055.15,entrante,call_promesa,2026-01-12,100055.15
ADT0,22629593,85789.29,entrante,call_pago_a_confirmar,2026-01-14,0.00
ADT0,22629643,67695.47,entrante,call_pago_a_confirmar,2026-01-12,0.00
ADT0,22629677,105401.09,entrante,call_no_atiende,2026-01-12,105401.09
ADT0,22629677,105401.09,entrante,call_pago_a_confirmar,2026-01-12,105401.09
ADT0,22629677,105401.09,entrante,call_pago_a_confirmar,2026-01-14,0.00
ADT0,22629677,105401.09,entrante,call_pago_tarjeta,2026-01-12,105401.09
ADT0,22629677,105401.09,entrante,call_pago_tarjeta,2026-01-12,105401.09
ADT0,22694342,34441.29,entrante,call_promesa,2026-01-22,34441.29
ADT0,22694632,54210.81,entrante,call_notificado_responsable,2026-01-23,0.00
ADT0,22694694,23876.06,entrante,call_promesa,2026-01-29,0.00
ADT0,22694732,75864.51,entrante,call_notificado,2026-01-27,0.00
ADT0,22694732,75864.51,entrante,call_promesa,2026-01-27,0.00
ADT0,22694807,39465.95,entrante,call_pago_tarjeta,2026-01-30,0.00
ADT0,22694819,42653.65,entrante,call_promesa,2026-01-21,42653.65
ADT0,22694823,61337.76,entrante,call_no_atiende,2026-01-28,0.00
ADT0,22694826,113947.21,entrante,call_promesa,2026-01-23,0.00
ADT0,22694894,61518.68,entrante,call_pago_a_confirmar,2026-01-20,0.00
ADT0,22695057,74320.19,entrante,call_promesa,2026-01-23,75000.00
ADT0,22695111,88394.81,entrante,call_pago_tarjeta,2026-01-27,0.00
ADT0,22695266,77263.47,entrante,call_pago_a_confirmar,2026-01-20,0.00
ADT0,22695266,77263.47,entrante,call_pago_a_confirmar,2026-01-20,0.00
ADT0,22695283,81060.07,entrante,call_pago_tarjeta,2026-01-31,0.00
ADT0,22695391,112583.80,entrante,call_pago_a_confirmar,2026-01-19,112583.80
ADT0,22695546,77667.66,entrante,call_pago_tarjeta,2026-01-20,77667.66
ADT0,22695587,4442.93,entrante,call_pago_a_confirmar,2026-01-22,0.00
ADT0,22695702,108820.07,entrante,call_notificado_responsable,2026-01-21,0.00
ADT0,22695757,41803.33,entrante,call_pago_a_confirmar,2026-01-19,0.00
ADT0,22695877,24592.63,entrante,call_pago_a_confirmar,2026-01-20,0.00
ADT0,22695989,62859.13,entrante,call_notificado_responsable,2026-01-28,0.00
ADT0,22696250,100192.25,entrante,call_no_atiende,2026-01-22,100192.25
ADT0,22696294,12379.99,entrante,call_notificado_responsable,2026-01-23,0.00
ADT0,22696311,100508.75,entrante,call_notificado,2026-01-19,0.00
ADT0,22696311,100508.75,entrante,call_notificado_responsable,2026-01-19,0.00
ADT0,22696344,3886.43,entrante,call_corto,2026-01-21,3886.00
ADT0,22696348,62899.18,entrante,call_pago_a_confirmar,2026-01-19,62899.00
ADT0,22696423,118810.76,entrante,call_pago_tarjeta,2026-01-22,118810.76
ADT0,22696448,71157.39,entrante,call_notificado_responsable,2026-01-21,0.00
ADT0,22696448,71157.39,entrante,call_reclamo,2026-01-22,71157.39
ADT0,22696557,16420.17,entrante,call_promesa,2026-01-28,0.00
ADT0,22696650,3973.70,entrante,call_promesa,2026-01-23,0.00
ADT0,22696807,74035.73,entrante,call_pago_tarjeta,2026-01-19,74035.73
ADT0,22697049,102259.14,entrante,call_pago_a_confirmar,2026-01-22,102259.14
ADT0,22698357,77642.40,entrante,call_pago_tarjeta,2026-01-21,0.00
ADT0,22698388,64189.92,entrante,call_pago_a_confirmar,2026-01-21,0.00
ADT0,22698393,88394.81,entrante,call_pago_a_confirmar,2026-01-21,0.00
ADT0,22698699,37046.58,entrante,call_pago_tarjeta,2026-01-29,0.00
ADT0,22698751,111016.08,entrante,call_pago_tarjeta,2026-01-22,222032.16
ADT0,22699140,97832.89,entrante,call_promesa,2026-01-26,97832.00
ADT0,22699475,66016.32,entrante,call_no_reconoce,2026-01-28,66016.32
ADT0,22699588,82667.48,entrante,call_promesa,2026-01-30,0.00
ADT0,22699678,106277.49,entrante,call_pago_a_confirmar,2026-01-26,106277.49
ADT0,22699690,107274.86,entrante,call_notificado_responsable,2026-01-23,53637.43
ADT0,22700436,43388.56,entrante,call_notificado_responsable,2026-01-29,0.00
ADT0,22700851,94322.21,entrante,call_pago_tarjeta,2026-01-21,94322.21
ADT0,22700926,85135.75,entrante,call_reclamo,2026-01-21,0.00
ADT0,22701026,78796.26,entrante,call_pago_tarjeta,2026-01-28,0.00
ADT0,22701121,82135.88,entrante,call_pago_a_confirmar,2026-01-26,0.00
ADT0,22701130,18208.79,entrante,call_pago_tarjeta,2026-01-27,18208.79
ADT0,22701150,27941.57,entrante,call_notificado,2026-01-26,0.00
ADT0,22701150,27941.57,entrante,call_no_reconoce,2026-01-26,0.00
ADT0,22701231,34775.26,entrante,call_pago_tarjeta,2026-01-29,0.00
ADT0,22701298,88288.15,entrante,call_pago_tarjeta,2026-01-26,88288.15
ADT0,22701472,46683.34,entrante,call_pago_tarjeta,2026-01-31,0.00
ADT0,22701494,60737.88,entrante,call_corto,2026-01-21,0.00
ADT0,22701494,60737.88,entrante,call_pago_tarjeta,2026-01-27,60555.25
ADT0,22701532,72955.62,entrante,call_corto,2026-01-27,0.00
ADT0,22701532,72955.62,entrante,call_promesa,2026-01-27,0.00
ADT0,22701651,95170.23,entrante,call_promesa,2026-01-23,46623.44
ADT0,22701751,17570.68,entrante,call_no_atiende,2026-01-28,0.00
ADT0,22702019,39374.97,entrante,call_pago_a_confirmar,2026-01-29,0.00
ADT0,22702019,39374.97,entrante,call_promesa,2026-01-29,0.00
ADT0,22702301,105401.09,entrante,call_pago_a_confirmar,2026-01-21,0.00
ADT0,22702301,105401.09,entrante,call_pago_a_confirmar,2026-01-21,0.00
ADT0,22702651,106210.30,entrante,call_notificado_responsable,2026-01-21,140211.09
ADT0,22702651,106210.30,entrante,call_promesa,2026-01-23,140211.09
ADT0,22702748,41921.67,entrante,call_contestador,2026-01-26,42160.44
ADT0,22702824,53104.71,entrante,call_promesa,2026-01-21,53105.15
ADT0,22702863,60366.90,entrante,call_notificado_responsable,2026-01-27,0.00
ADT0,22703292,104479.40,entrante,call_no_atiende,2026-01-21,0.00
ADT0,22703345,14669.97,entrante,call_pago_a_confirmar,2026-01-27,14670.00
ADT0,22703345,14669.97,entrante,call_pago_tarjeta,2026-01-27,14670.00
ADT0,22720964,122223.37,entrante,call_notificado_responsable,2026-01-21,0.00
ADT0,22721295,429189.70,entrante,call_notificado,2026-01-21,0.00
ADT0,22782602,482489.85,entrante,call_pago_a_confirmar,2026-02-04,144746.96
ADT0,22782629,479489.69,entrante,call_solicita_pago_con_quita,2026-02-09,143846.91
ADT0,22782645,496530.76,entrante,call_notificado,2026-02-13,0.00
ADT0,22782670,356991.50,entrante,call_promesa,2026-02-05,0.00
ADT0,22782692,299052.91,entrante,call_notificado_responsable,2026-02-10,0.00
ADT0,22782692,299052.91,entrante,call_promesa,2026-02-10,0.00
ADT0,22782700,430507.09,entrante,call_corto,2026-02-09,403507.09
ADT0,22782702,159022.72,entrante,call_pago_a_confirmar,2026-02-12,0.00
ADT0,22782721,419447.04,entrante,call_solicita_pago_con_quita,2026-02-02,125834.11
ADT0,22782742,382096.87,entrante,call_no_puede_pagar,2026-02-02,0.00
ADT0,22782861,204982.90,entrante,call_promesa,2026-02-04,61494.87
ADT0,22782892,226909.11,entrante,call_pago_a_confirmar,2026-02-04,68072.73
ADT0,22782892,226909.11,entrante,call_promesa,2026-02-04,68072.73
ADT0,22782916,323229.36,entrante,call_promesa,2026-02-06,96968.81
ADT0,22782918,393939.19,entrante,call_notificado,2026-02-04,0.00
ADT0,23167233,53672.47,entrante,call_corto,2026-02-12,0.00
ADT0,23167234,109827.94,entrante,call_promesa,2026-02-11,109827.94
ADT0,23167342,106932.64,entrante,call_pago_a_confirmar,2026-02-23,0.00
ADT0,23167342,106932.64,entrante,call_pago_tarjeta,2026-02-11,0.00
ADT0,23167349,21654.33,entrante,call_pago_a_confirmar,2026-02-18,0.00
ADT0,23167370,103741.84,entrante,call_promesa,2026-02-23,0.00
ADT0,23167372,101765.29,entrante,call_corto,2026-02-23,0.00
ADT0,23167385,114593.33,entrante,call_pago_tarjeta,2026-02-24,114593.33
ADT0,23167392,53688.45,entrante,call_pago_a_confirmar,2026-02-25,53688.45
ADT0,23167392,53688.45,entrante,call_pago_a_confirmar,2026-02-26,53688.45
ADT0,23167466,104131.63,entrante,call_promesa,2026-02-11,0.00
ADT0,23167491,63409.88,entrante,call_promesa,2026-02-25,63409.88
ADT0,23167501,108024.37,entrante,call_promesa,2026-02-11,108034.02
ADT0,23167505,109828.47,entrante,call_promesa,2026-02-27,0.00
ADT0,23167523,77847.09,entrante,call_promesa,2026-02-12,77847.09
ADT0,23167528,89216.71,entrante,call_pago_tarjeta,2026-02-18,89216.71
ADT0,23167570,94325.71,entrante,call_no_atiende,2026-02-14,0.00
ADT0,23167573,80571.50,entrante,call_promesa,2026-02-21,0.00
ADT0,23167600,83288.97,entrante,call_promesa,2026-02-20,83288.97
ADT0,23167630,51325.80,entrante,call_promesa,2026-02-14,0.00
ADT0,23167683,78042.86,entrante,call_pago_tarjeta,2026-02-11,78042.86
ADT0,23167702,81697.86,entrante,call_notificado_responsable,2026-02-12,0.00
ADT0,23167707,55595.50,entrante,call_promesa,2026-02-13,85595.50
ADT0,23167711,23151.66,entrante,call_reclamo,2026-02-11,23151.66
ADT0,23167713,89250.50,entrante,call_notificado_responsable,2026-02-18,89250.50
ADT0,23167809,64826.18,entrante,call_pago_tarjeta,2026-02-12,64826.18
ADT0,23167820,76897.21,entrante,call_pago_a_confirmar,2026-02-19,0.00
ADT0,23167916,27910.39,entrante,call_pago_tarjeta,2026-02-11,27910.39
ADT0,23167924,85698.29,entrante,call_pago_a_confirmar,2026-02-12,85698.29
ADT0,23167929,83195.63,entrante,call_pago_tarjeta,2026-02-18,83195.63
ADT0,23167957,49426.73,entrante,call_pago_tarjeta,2026-02-24,49426.73
ADT0,23167968,49635.77,entrante,call_pago_a_confirmar,2026-02-13,49635.77
ADT0,23168002,82748.58,entrante,call_promesa,2026-02-12,0.00
ADT0,23168080,56084.25,entrante,call_pago_a_confirmar,2026-02-11,0.00
ADT0,23168090,53688.45,entrante,call_notificado,2026-02-18,0.00
ADT0,23168101,38688.45,entrante,call_notificado_responsable,2026-02-19,38688.45
ADT0,23168108,53685.70,entrante,call_promesa,2026-02-13,0.00
ADT0,23168241,55072.07,entrante,call_pago_tarjeta,2026-02-11,55072.07
ADT0,23168241,55072.07,entrante,call_promesa,2026-02-12,55072.07
ADT0,23199658,82356.98,entrante,call_pago_a_confirmar,2026-02-19,0.00
ADT0,23199705,10611.38,entrante,call_notificado_responsable,2026-02-18,10600.00
ADT0,23199716,13703.51,entrante,call_pago_a_confirmar,2026-02-20,0.00
ADT0,23199787,89605.36,entrante,call_corto,2026-02-23,0.00
ADT0,23199875,63979.36,entrante,call_no_atiende,2026-02-26,0.00
ADT0,23199949,81286.61,entrante,call_notificado_responsable,2026-02-26,0.00
ADT0,23200041,59879.31,entrante,call_promesa,2026-02-18,59879.31
ADT0,23200041,59879.31,entrante,call_promesa,2026-02-19,59879.31
ADT0,23200067,78432.67,entrante,call_promesa,2026-02-18,78432.67
ADT0,23200148,114001.82,entrante,call_corto,2026-02-17,114001.82
ADT0,23200170,41883.88,entrante,call_pago_a_confirmar,2026-02-18,42353.88
ADT0,23200426,40697.02,entrante,call_promesa,2026-02-18,0.00
ADT0,23200504,110900.17,entrante,call_notificado_responsable,2026-02-17,0.00
ADT0,23200531,46845.46,entrante,call_corto,2026-02-17,46839.48
ADT0,23200531,46845.46,entrante,call_pago_a_confirmar,2026-02-18,46839.48
ADT0,23200619,66175.25,entrante,call_pago_a_confirmar,2026-02-23,2700.00
ADT0,23200632,280098.36,entrante,call_agenda,2026-02-16,59284.29
ADT0,23200818,44573.19,entrante,call_pago_a_confirmar,2026-02-20,0.00
ADT0,23200883,62317.07,entrante,call_promesa,2026-02-27,0.00
ADT0,23200995,31330.20,entrante,call_promesa,2026-02-27,0.00
ADT0,23201122,6404.69,entrante,call_notificado,2026-02-20,53082.89
ADT0,23201257,34238.20,entrante,call_pago_tarjeta,2026-02-18,34238.20
ADT0,23201261,81306.19,entrante,call_reclamo,2026-02-23,0.00
ADT0,23201583,85441.27,entrante,call_promesa,2026-02-20,85440.83
ADT0,23202052,3654.78,entrante,call_promesa,2026-02-17,3655.00
ADT0,23202056,22918.82,entrante,call_notificado,2026-02-18,22918.82
ADT0,23202266,20766.50,entrante,call_pago_a_confirmar,2026-02-20,20766.50
ADT0,23202266,20766.50,entrante,call_pago_tarjeta,2026-02-19,20766.50
ADT0,23202266,20766.50,entrante,call_promesa,2026-02-16,20766.50
ADT0,23202530,57258.91,entrante,call_corto,2026-02-26,0.00
ADT0,23202608,95407.80,entrante,call_reclamo,2026-02-16,0.00
ADT0,23202910,107396.84,entrante,call_notificado,2026-02-25,0.00
ADT0,23203002,101962.31,entrante,call_notificado_responsable,2026-02-18,0.00
ADT0,23203006,27483.29,entrante,call_pago_a_confirmar,2026-02-23,27483.29
ADT0,23203006,27483.29,entrante,call_pago_a_confirmar,2026-02-23,27483.29
ADT0,23203301,42403.89,entrante,call_pago_a_confirmar,2026-02-25,0.00
ADT0,23203348,45979.46,entrante,call_corto,2026-02-18,0.00
ADT0,23203348,45979.46,entrante,call_pago_a_confirmar,2026-02-18,0.00
ADT0,23203378,55361.61,entrante,call_pago_a_confirmar,2026-02-23,55361.00
ADT0,23203394,109062.93,entrante,call_promesa,2026-02-19,109062.00
ADT0,23203435,58888.35,entrante,call_pago_a_confirmar,2026-02-24,0.00
ADT0,23203532,284450.00,entrante,call_pago_a_confirmar,2026-02-18,284450.00
ADT0,23203538,40892.96,entrante,call_pago_a_confirmar,2026-02-18,0.00
ADT0,23203571,77145.95,entrante,call_promesa,2026-02-20,77145.95
ADT0,23203717,84302.47,entrante,call_corto,2026-02-27,0.00
ADT0,23203717,84302.47,entrante,call_pago_tarjeta,2026-02-27,0.00
ADT0,23203808,44419.70,entrante,call_pago_a_confirmar,2026-02-24,44420.00
ADT0,23203808,44419.70,entrante,call_pago_a_confirmar,2026-02-24,44420.00
ADT0,23203862,44775.07,entrante,call_notificado_responsable,2026-02-20,44775.07
ADT0,23203862,44775.07,entrante,call_promesa,2026-02-19,44775.07
ADT0,23203862,44775.07,entrante,call_promesa,2026-02-20,44775.07
ADT0,23203969,44939.85,entrante,call_pago_a_confirmar,2026-02-23,44939.85
ADT0,23203973,78987.19,entrante,call_pago_a_confirmar,2026-02-26,0.00
ADT0,23204053,19177.44,entrante,call_pago_a_confirmar,2026-02-16,19177.44
ADT0,23204053,19177.44,entrante,call_pago_a_confirmar,2026-02-16,19177.44
ADT0,23204064,67387.59,entrante,call_pago_a_confirmar,2026-02-27,0.00
ADT0,23204335,8429.12,entrante,call_notificado,2026-02-16,8429.00
ADT0,23204335,8429.12,entrante,call_promesa,2026-02-16,8429.00
ADT0,23204351,106086.46,entrante,call_pago_a_confirmar,2026-02-26,0.00
ADT0,23204612,41058.18,entrante,call_corto,2026-02-19,0.00
ADT0,23204612,41058.18,entrante,call_reclamo,2026-02-19,0.00
ADT0,23204675,98221.56,entrante,call_promesa,2026-02-27,0.00
ADT0,23204752,27524.43,entrante,call_pago_a_confirmar,2026-02-20,0.00
ADT0,23204914,95762.05,entrante,call_pago_tarjeta,2026-02-26,0.00
ADT0,23204963,96995.68,entrante,call_pago_a_confirmar,2026-02-23,0.00
ADT0,23205219,82470.32,entrante,call_promesa,2026-02-18,0.00
ADT0,23205317,54772.61,entrante,call_notificado,2026-02-20,54772.61
ADT0,23205317,54772.61,entrante,call_promesa,2026-02-20,54772.61
ADT0,23205420,85595.50,entrante,call_corto,2026-02-27,0.00
ADT0,23205422,86943.97,entrante,call_promesa,2026-02-25,86943.97
ADT0,23205428,44386.88,entrante,call_pago_tarjeta,2026-02-20,133160.64
ADT0,23205508,50510.83,entrante,call_pago_a_confirmar,2026-02-19,0.00
ADT0,23205552,97076.86,entrante,call_notificado_responsable,2026-02-27,0.00
ADT0,23205615,69994.29,entrante,call_pago_a_confirmar,2026-02-18,0.00
ADT0,23205627,75641.69,entrante,call_pago_tarjeta,2026-02-19,75641.69
ADT0,23205650,47519.14,entrante,call_notificado,2026-02-24,47519.14
ADT0,23205651,59601.40,entrante,call_pago_a_confirmar,2026-02-18,59280.11
ADT0,23205671,68322.38,entrante,call_pago_tarjeta,2026-02-24,68322.38
ADT0,23205926,59020.13,entrante,call_pago_a_confirmar,2026-02-18,59020.13
ADT0,23205992,89546.53,entrante,call_promesa,2026-02-24,0.00
ADT0,23205996,43923.21,entrante,call_pago_a_confirmar,2026-02-18,43922.30
ADT0,23206020,86802.91,entrante,call_notificado_responsable,2026-02-24,0.00
ADT0,23206126,41175.08,entrante,call_pago_a_confirmar,2026-02-24,0.00
ADT0,23206148,86818.61,entrante,call_pago_a_confirmar,2026-02-24,0.00
ADT0,23206149,117560.11,entrante,call_pago_a_confirmar,2026-02-18,0.00
ADT0,23206149,117560.11,entrante,call_pago_a_confirmar,2026-02-18,0.00
ADT0,23206217,3244.26,entrante,call_notificado,2026-02-24,3244.26
ADT0,23206217,3244.26,entrante,call_notificado,2026-02-24,3244.26
ADT0,23206290,78042.86,entrante,call_pago_a_confirmar,2026-02-19,0.00
ADT0,23206429,51198.84,entrante,call_notificado_responsable,2026-02-24,0.00
ADT0,23206435,67594.80,entrante,call_pago_a_confirmar,2026-02-18,0.00
ADT0,23206435,67594.80,entrante,call_pago_a_confirmar,2026-02-18,0.00
ADT0,23206444,64375.99,entrante,call_pago_a_confirmar,2026-02-18,64375.99
ADT0,23206452,64375.99,entrante,call_promesa,2026-02-19,193127.97
ADT0,23206454,64375.99,entrante,call_notificado_responsable,2026-02-18,64375.99
ADT0,23206479,18570.00,entrante,call_pago_a_confirmar,2026-02-23,18570.00
ADT0,23206481,34950.00,entrante,call_promesa,2026-02-23,0.00
ADT0,23206658,60285.90,entrante,call_pago_a_confirmar,2026-02-24,0.00
